Iain Stewart; 1964; Scotland; University of Bristol
Charles A Dinarello; 1943; United States; Yale University
Charles F. Hockett; 1916; United States; Yale University
Milton Harris; 1906; United States; Yale University
James A. Krumhansl; 1919; United States; Cornell University
Jack Balkin; 1956; United States; Doctor of Philosophy
George Dantzig; 1914; United States; Doctor of Philosophy
James Dewey Watson; 1928; United States; Indiana University
Herbet Spencer Gasser; 1888; United States; Johns Hopkins School of Medicine
George Whipple; 1878; United States; Johns Hopkins School of Medicine
George Dantzig; 1914; United States; Master's degree
Sidney Dillon II Ripley; 1913; United States; Columbia University
Arthur Jensen; 1923; United States; Columbia University
Irving Langmuir; 1881; United States; Columbia University
James Lovelock; 1919; Hertfordshire; Victoria University of Manchester
Freeman John Dyson; 1923; Berkshire; University of Cambridge
Arthur Eddington; 1882; Cumbria; University of Cambridge
Arthur Eddington; 1882; Cumbria; Victoria University of Manchester
Henry Moseley; 1887; Dorset; University of Oxford
Henry Moseley; 1887; Dorset; Victoria University of Manchester
James Lovelock; 1919; England; Victoria University of Manchester
Francis Crick; 1916; Northamptonshire; Gonville and Caius College, Cambridge
Francis Crick; 1916; Northamptonshire; Churchill College, Cambridge
John James Rickard Macleod; 1876; Scotland; University of Aberdeen
Alexander Fleming; 1881; Scotland; St Mary's Hospital Medical School
John Anthony Pople; 1925; Somerset; University of Cambridge
Abbas Aroua; 1962; Algeria; University of Surrey
Abbas Aroua; 1962; Algeria; University of Algiers
Murray Batchelor; 1961; Australia; University of New South Wales
John Carew Eccles; 1903; Australia; Magdalen College, Oxford
Wilhelm Blaschke; 1885; Austria; University of Vienna
Kiril Bratanov; 1911; Bulgaria; Sofia University
Brian Wilson Kernighan; 1942; Canada; University of Toronto
Gilbert Plass; 1920; Canada; Harvard University
Bjarne Stroustrup; 1950; Denmark; Aarhus University
Bjarne Stroustrup; 1950; Denmark; Churchill College, Cambridge
Hermann Staudinger; 1881; Germany; Martin Luther University of Halle-Wittenberg
Kurt Diebner; 1905; Germany; Martin Luther University of Halle-Wittenberg
Heinrich Rudolf Hertz; 1857; Germany; Humboldt University of Berlin
Maria Reiche; 1903; Germany; Dresden University of Technology
Peter Duesberg; 1936; Germany; Goethe University Frankfurt
Emil Kraepelin; 1856; Germany; Leipzig University
Emil Kraepelin; 1856; Germany; Ludwig Maximilian University of Munich
Heinrich Rudolf Hertz; 1857; Germany; Ludwig Maximilian University of Munich
John von Neumann; 1903; Hungary; ETH Zurich
Tathagat Avatar Tulsi; 1987; India; Patna University
Shakuntala Singh; 1952; India; Karnatak University
Ernest Rutherford; 1871; New Zealand; University of Cambridge
Atle Selberg; 1917; Norway; University of Oslo
Felix Hausdorff; 1868; Poland; Leipzig University
Vitaly Efimov; 1938; Russia; Ioffe Institute
Kharrasov Mukhamet Hadisovich; 1948; Russia; Bashkir State University
Lev Vaidman; 1955; Russia; Hebrew University of Jerusalem
Ulf Svante von Euler; 1905; Sweden; Karolinska Institutet
Felix Bloch; 1905; Switzerland; ETH Zurich
Felix Bloch; 1905; Switzerland; Leipzig University
John James Rickard Macleod; 1876; United Kingdom; University of Aberdeen
Henry Moseley; 1887; United Kingdom; University of Oxford
Alexander Fleming; 1881; United Kingdom; St Mary's Hospital Medical School
Alan Mathison Turing; 1912; United Kingdom; King's College, Cambridge
Jack W. Szostak; 1952; United Kingdom; McGill University
Simon Levay; 1943; United Kingdom; University of Cambridge
Arthur Eddington; 1882; United Kingdom; University of Cambridge
Freeman John Dyson; 1923; United Kingdom; University of Cambridge
John Anthony Pople; 1925; United Kingdom; University of Cambridge
Arthur Eddington; 1882; United Kingdom; Victoria University of Manchester
Henry Moseley; 1887; United Kingdom; Victoria University of Manchester
James Lovelock; 1919; United Kingdom; Victoria University of Manchester
Francis Crick; 1916; United Kingdom; Gonville and Caius College, Cambridge
Francis Crick; 1916; United Kingdom; Churchill College, Cambridge
Andrew Wiles; 1953; United Kingdom; Merton College, Oxford
Frederick Soddy; 1877; United Kingdom; Merton College, Oxford
Clark Hull; 1884; United States; University of Michigan
T. C. Schneirla; 1902; United States; University of Michigan
Warren L. McCabe; 1899; United States; University of Michigan
Bill Joy; 1954; United States; University of Michigan
Claude E. Shannon; 1916; United States; University of Michigan
Kenneth Lee Pike; 1912; United States; University of Michigan
George Dantzig; 1914; United States; Bachelor's degree
Sidney Dillon II Ripley; 1913; United States; Harvard University
Spencer Wells; 1969; United States; Harvard University
Leonard Carmichael; 1898; United States; Harvard University
Dan Bricklin; 1951; United States; Harvard University
E. O. Wilson; 1929; United States; Harvard University
Paul Berg; 1926; United States; Case Western Reserve University
James A. Krumhansl; 1919; United States; Case Western Reserve University
Donald Ervin Knuth; 1938; United States; Case Western Reserve University
J. Gordon Melton; 1942; United States; Northwestern University
Thomas Milton Rivers; 1888; United States; Oxford College of Emory University
Jack Balkin; 1956; United States; University of Cambridge
Jack Balkin; 1956; United States; Juris Doctor
Carl Rogers; 1902; United States; Teachers College, Columbia University
Vicki Been; 1956; United States; New York University School of Law
Edwin Grant Conklin; 1863; United States; Ohio Wesleyan University
Paul Berg; 1926; United States; Pennsylvania State University
E. Donnall Thomas; 1920; United States; University of Texas at Austin
Spencer Wells; 1969; United States; University of Texas at Austin
Paul J. Cohen; 1934; United States; Brooklyn College
Vicki Been; 1956; United States; Colorado State University
E. Donnall Thomas; 1920; United States; Harvard Medical School
Edgar Buckingham; 1867; United States; Leipzig University
Francis Crick; 1916; Northamptonshire; Mill Hill School
Henry C. Gunning; 1901; Northern Ireland; University of British Columbia
John Carew Eccles; 1903; Australia; University of Melbourne
Megh Nad Saha; 1893; Bangladesh; University of Calcutta
Aage Niels Bohr; 1922; Denmark; University of Copenhagen
Kurt Diebner; 1905; Germany; University of Innsbruck
Cuno Hoffmeister; 1892; Germany; University of Jena
Eugene Paul Wigner; 1902; Hungary; Technical University of Berlin
Sultan Bashiruddin Mahmood; 1938; India; University of Engineering and Technology, Lahore
David Deutsch; 1953; Israel; Wolfson College, Oxford
Guglielmo Marchese Marconi; 1874; Italy; University of Bologna
Giuseppe Peano; 1858; Italy; University of Turin
Lev Vaidman; 1955; Russia; Weizmann Institute of Science
Alan Mathison Turing; 1912; United Kingdom; Sherborne School
Francis Crick; 1916; United Kingdom; Mill Hill School
Henry C. Gunning; 1901; United Kingdom; University of British Columbia
Harry Boot; 1917; United Kingdom; University of Birmingham
James A. Krumhansl; 1919; United States; University of Dayton
Ernest William Goodpasture; 1886; United States; Vanderbilt University
Douglas Richard Hofstadter; 1945; United States; University of Oregon
Douglas Carl Engelbart; 1925; United States; Oregon State University
Alan Curtis Kay; 1940; United States; University of Colorado Boulder
Benjamin Santer; 1955; United States; University of East Anglia
Paul J. Cohen; 1934; United States; Stuyvesant High School
Donald Burgess; 1947; United States; University of Oklahoma
E. O. Wilson; 1929; United States; University of Alabama
Milton Harris; 1906; United States; Oregon State University
Edwin Southern; 1938; Lancashire; University of Manchester
Edwin Southern; 1938; Lancashire; University of Glasgow
Donald Thomson; 1901; Australia; University of Sydney
Boris Komitov; 1954; Bulgaria; Institute of Astronomy of the Bulgarian Academy of Sciences
John David Jackson; 1925; Canada; Massachusetts Institute of Technology
William Henry Mathews; 1919; Canada; University of California, Berkeley
Michael Fullan; 1940; Canada; University of Toronto
Rudolf Von Jaksch; 1855; Czech Republic; Charles University in Prague
Nicholas A. Peppas; 1948; Greece; Massachusetts Institute of Technology
Dimitris Nanopoulos; 1948; Greece; University of Sussex
Dibyendu Nandi; 1973; India; Indian Institute of Science
Yusuke Nakamura; 1952; Japan; Osaka University
Gerardus Sizoo; 1900; Netherlands; Leiden University
Albert Nikolayevich Shiryaev; 1934; Russia; Moscow State University
Ivar Jacobson; 1939; Sweden; Chalmers University of Technology
Ivar Jacobson; 1939; Sweden; Royal Institute of Technology
Gerard De Geer; 1858; Sweden; Uppsala University
Andrey Korolev; 1944; Switzerland; Moscow State University
Yong Poovorawan; 1950; Thailand; Chulalongkorn University
Edwin Southern; 1938; United Kingdom; University of Manchester
Michael Richard Lynch; 1965; United Kingdom; Christ's College, Cambridge
Archer John Porter Martin; 1910; United Kingdom; Peterhouse, Cambridge
Edwin Southern; 1938; United Kingdom; University of Glasgow
Peter Karter; 1921; United States; Harvard School of Engineering and Applied Sciences
Ernest R. Davidson; 1936; United States; Rose-Hulman Institute of Technology
Roger Batzel; 1921; United States; University of Idaho
Harry Huskey; 1916; United States; University of Idaho
William Graham; 1937; United States; California Institute of Technology
Mildred S. Dresselhaus; 1930; United States; Hunter College
Elizabeth Gertrude Britton; 1858; United States; Hunter College
Martin Rodbell; 1925; United States; Johns Hopkins University
Michael J. Kuhar; 1944; United States; Johns Hopkins University
Linda Gottfredson; 1947; United States; Johns Hopkins University
Joaquin Mazdak Luttinger; 1923; United States; Massachusetts Institute of Technology
Sylvester James Gates; 1950; United States; Massachusetts Institute of Technology
Estia J. Eichten; 1946; United States; Massachusetts Institute of Technology
James D. Bjorken; 1934; United States; Massachusetts Institute of Technology
Joseph Henry Keenan; 1900; United States; Massachusetts Institute of Technology
Harry Huskey; 1916; United States; Ohio State University
David Gale; 1921; United States; Princeton University
Lloyd Shapley; 1923; United States; Princeton University
Stanford J Shaw; 1930; United States; Princeton University
Seymour Benzer; 1921; United States; Purdue University
Elizabeth Jocelyn Feinler; 1931; United States; Purdue University
William Graham; 1937; United States; Stanford University
James D. Bjorken; 1934; United States; Stanford University
Keith Martin Ball; 1960; United States; Trinity College, Cambridge
James Bassham; 1922; United States; University of California
Linda Gottfredson; 1947; United States; University of California, Berkeley
Richard R. Beeman; 1942; United States; University of California, Berkeley
Roger Batzel; 1921; United States; University of California, Berkeley
Meredith Small; 1950; United States; University of California, Davis
Paul McNally; 1890; United States; University of California, Los Angeles
Phil Christensen; 1953; United States; University of California, Los Angeles
Sidney Loeb; 1917; United States; University of California, Los Angeles
Mildred S. Dresselhaus; 1930; United States; University of Chicago
Richard R. Beeman; 1942; United States; University of Chicago
Lanny D. Schmidt; 1938; United States; University of Chicago
Joel Henry Hildebrand; 1881; United States; University of Pennsylvania
Lori A. Clarke; 1970; United States; University of Rochester
Martin Rodbell; 1925; United States; University of Washington
Michael J. Kuhar; 1944; United States; Yale University
Alexander Dounce; 1909; United States; Cornell University
Arthur Ashkin; 1922; United States; Cornell University
Jon David Erickson; 1969; United States; Cornell University
Sidney Loeb; 1917; United States; Doctor of Philosophy
Lewis Stadler; 1896; United States; University of Missouri
Herbert Hollingsworth Woodrow; 1883; United States; Columbia University
Arthur Ashkin; 1922; United States; Columbia University
Ralph Randles Stewart; 1890; United States; Columbia University
Lewis Stadler; 1896; United States; University of Florida
David Gale; 1921; United States; University of Michigan
John Jacob Abel; 1857; United States; University of Michigan
John Vrooman Wehausen; 1913; United States; University of Michigan
Bryce Dewitt; 1923; United States; Harvard University
